timestamp,ATTITUDE.time_boot_ms,ATTITUDE.roll,ATTITUDE.pitch,ATTITUDE.yaw,ATTITUDE.rollspeed,ATTITUDE.pitchspeed,ATTITUDE.yawspeed,LOCAL_POSITION_NED.time_boot_ms,LOCAL_POSITION_NED.x,LOCAL_POSITION_NED.y,LOCAL_POSITION_NED.z,LOCAL_POSITION_NED.vx,LOCAL_POSITION_NED.vy,LOCAL_POSITION_NED.vz,GPS_RAW_INT.time_usec,GPS_RAW_INT.fix_type,GPS_RAW_INT.lat,GPS_RAW_INT.lon,GPS_RAW_INT.alt,GPS_RAW_INT.eph,GPS_RAW_INT.epv,GPS_RAW_INT.vel,GPS_RAW_INT.cog,GPS_RAW_INT.satellites_visible,GPS_DATE_TIME.year,GPS_DATE_TIME.month,GPS_DATE_TIME.day,GPS_DATE_TIME.hour,GPS_DATE_TIME.min,GPS_DATE_TIME.sec,GPS_DATE_TIME.clockStat,GPS_DATE_TIME.visSat,GPS_DATE_TIME.useSat,GPS_DATE_TIME.GppGl,GPS_DATE_TIME.sigUsedMask,GPS_DATE_TIME.percentUsed,SLUGS_NAVIGATION.u_m,SLUGS_NAVIGATION.phi_c,SLUGS_NAVIGATION.theta_c,SLUGS_NAVIGATION.psiDot_c,SLUGS_NAVIGATION.ay_body,SLUGS_NAVIGATION.totalDist,SLUGS_NAVIGATION.dist2Go,SLUGS_NAVIGATION.fromWP,SLUGS_NAVIGATION.toWP,SLUGS_NAVIGATION.h_c,RAW_IMU.time_usec,RAW_IMU.xacc,RAW_IMU.yacc,RAW_IMU.zacc,RAW_IMU.xgyro,RAW_IMU.ygyro,RAW_IMU.zgyro,RAW_IMU.xmag,RAW_IMU.ymag,RAW_IMU.zmag,SCALED_PRESSURE.time_boot_ms,SCALED_PRESSURE.press_abs,SCALED_PRESSURE.press_diff,SCALED_PRESSURE.temperature,CPU_LOAD.sensLoad,CPU_LOAD.ctrlLoad,CPU_LOAD.batVolt,HEARTBEAT.type,HEARTBEAT.autopilot,HEARTBEAT.base_mode,HEARTBEAT.custom_mode,HEARTBEAT.system_status,HEARTBEAT.mavlink_version,SYS_STATUS.onboard_control_sensors_present,SYS_STATUS.onboard_control_sensors_enabled,SYS_STATUS.onboard_control_sensors_health,SYS_STATUS.load,SYS_STATUS.voltage_battery,SYS_STATUS.current_battery,SYS_STATUS.battery_remaining,SYS_STATUS.drop_rate_comm,SYS_STATUS.errors_comm,SYS_STATUS.errors_count1,SYS_STATUS.errors_count2,SYS_STATUS.errors_count3,SYS_STATUS.errors_count4,RC_CHANNELS_RAW.time_boot_ms,RC_CHANNELS_RAW.port,RC_CHANNELS_RAW.chan1_raw,RC_CHANNELS_RAW.chan2_raw,RC_CHANNELS_RAW.chan3_raw,RC_CHANNELS_RAW.chan4_raw,RC_CHANNELS_RAW.chan5_raw,RC_CHANNELS_RAW.chan6_raw,RC_CHANNELS_RAW.chan7_raw,RC_CHANNELS_RAW.chan8_raw,RC_CHANNELS_RAW.rssi,SERVO_OUTPUT_RAW.time_usec,SERVO_OUTPUT_RAW.port,SERVO_OUTPUT_RAW.servo1_raw,SERVO_OUTPUT_RAW.servo2_raw,SERVO_OUTPUT_RAW.servo3_raw,SERVO_OUTPUT_RAW.servo4_raw,SERVO_OUTPUT_RAW.servo5_raw,SERVO_OUTPUT_RAW.servo6_raw,SERVO_OUTPUT_RAW.servo7_raw,SERVO_OUTPUT_RAW.servo8_raw,SCALED_IMU.time_boot_ms,SCALED_IMU.xacc,SCALED_IMU.yacc,SCALED_IMU.zacc,SCALED_IMU.xgyro,SCALED_IMU.ygyro,SCALED_IMU.zgyro,SCALED_IMU.xmag,SCALED_IMU.ymag,SCALED_IMU.zmag,RAW_PRESSURE.time_usec,RAW_PRESSURE.press_abs,RAW_PRESSURE.press_diff1,RAW_PRESSURE.press_diff2,RAW_PRESSURE.temperature,MID_LVL_CMDS.target,MID_LVL_CMDS.hCommand,MID_LVL_CMDS.uCommand,MID_LVL_CMDS.rCommand,SENSOR_DIAG.float1,SENSOR_DIAG.float2,SENSOR_DIAG.int1,SENSOR_DIAG.char1,VOLT_SENSOR.r2Type,VOLT_SENSOR.voltage,VOLT_SENSOR.reading2,STATUS_GPS.csFails,STATUS_GPS.gpsQuality,STATUS_GPS.msgsType,STATUS_GPS.posStatus,STATUS_GPS.magVar,STATUS_GPS.magDir,STATUS_GPS.modeInd,NOVATEL_DIAG.timeStatus,NOVATEL_DIAG.receiverStatus,NOVATEL_DIAG.solStatus,NOVATEL_DIAG.posType,NOVATEL_DIAG.velType,NOVATEL_DIAG.posSolAge,NOVATEL_DIAG.csFails,PTZ_STATUS.zoom,PTZ_STATUS.pan,PTZ_STATUS.tilt
3261098.11200000,,,,,,,,,,,,,,,3263098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.19320271681e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261098112,0,13445,12879,9191,12944,7527,0,9210,0,0,3262098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264098.11200000,3264098112,-0.336551427841,0.342825293541,6.28318405151,-0.000413338770159,0.000413338770159,0.000140201198519,,,,,,,,3268098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3266098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269098.11200000,,,,,,,,,,,,,,,3278098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3276098112,0,0,0,0,0,0,0,0,0,3269098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4160,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4154,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281098.11200000,,,,,,,,,,,,,,,3283098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.19305681538e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281098112,0,13445,12881,9193,12945,7528,0,9210,0,0,3282098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284098.11200000,3284098112,-0.337381094694,0.343696832657,6.28318405151,-0.000413850997575,0.000413850997575,0.000140713425935,,,,,,,,3288098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3286098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289098.11200000,,,,,,,,,,,,,,,3298098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3296098112,0,0,0,0,0,0,0,0,0,3289098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4156,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4156,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301098.11200000,,,,,,,,,,,,,,,3303098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.18608531071e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301098112,0,13446,12882,9191,12945,7530,0,9210,0,0,3302098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304098.11200000,3304098112,-0.338210970163,0.344573199749,6.28318405151,-0.000414363224991,0.000414363224991,0.000141225653351,,,,,,,,3308098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3306098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309098.11200000,,,,,,,,,,,,,,,3318098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3316098112,0,0,0,0,0,0,0,0,0,3309098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4162,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4152,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321098.11200000,,,,,,,,,,,,,,,3323098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.18318697572e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321098112,0,13446,12882,9192,12946,7529,0,9210,0,0,3322098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324098.11200000,3324098112,-0.339040994644,0.345450848341,6.28318405151,-0.000414875452407,0.000414875452407,0.000141737880767,,,,,,,,3328098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3326098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329098.11200000,,,,,,,,,,,,,,,3338098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3336098112,0,0,0,0,0,0,0,0,0,3329098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4158,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4159,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341098.11200000,,,,,,,,,,,,,,,3343098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.19417553415e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341098112,0,13446,12882,9192,12945,7527,0,9210,0,0,3342098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344098.11200000,3344098112,-0.339872300625,0.346328645945,6.28318405151,-0.000415387679823,0.000415387679823,0.000142250108183,,,,,,,,3348098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3346098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349098.11200000,,,,,,,,,,,,,,,3358098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3356098112,0,0,0,0,0,0,0,0,0,3349098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4161,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4158,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361098.11200000,,,,,,,,,,,,,,,3363098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.1963145041e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361098112,0,13447,12882,9193,12947,7529,0,9210,0,0,3362098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364098.11200000,3364098112,-0.340708523989,0.347206503153,6.28318405151,-0.000415899907239,0.000415899907239,0.000142762335599,,,,,,,,3368098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3366098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369098.11200000,,,,,,,,,,,,,,,3378098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3376098112,0,0,0,0,0,0,0,0,0,3369098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4199,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4158,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381098.11200000,,,,,,,,,,,,,,,3383098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.19306825033e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381098112,0,13446,12881,9192,12945,7528,0,9210,0,0,3382098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384098.11200000,3384098112,-0.341544747353,0.348084509373,6.28318405151,-0.000416412134655,0.000416412134655,0.000143274563015,,,,,,,,3388098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3386098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389098.11200000,,,,,,,,,,,,,,,3398098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3396098112,0,0,0,0,0,0,0,0,0,3389098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4160,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399098.11200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4153,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401098.11200000,,,,,,,,,,,,,,,3403098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0316227786243,0.00128875242081,0.0,0.399659723043,-2.18588223456e-15,90.0,0.0316227786243,1,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401098112,0,13445,12882,9192,12945,7528,0,9210,0,0,3402098112,0,919,1344,1294,1288,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404098.11200000,3404098112,-0.342381238937,0.348962634802,6.28318405151,-0.000416924362071,0.000416924362071,0.000143786790431,,,,,,,,3408098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3406098112,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,64,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409098.11200000,,,,,,,,,,,,,,,3418098112,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3416098112,0,0,0,0,0,0,0,0,0,3409098112,1014.00952148,0.0,1504,,,,1,0,64,5,4,3,0,0,0,4153,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
